,Rating ?/5,Number of Ratings,Processor,Price in INR,Date of Scraping,Company Name,Ram_size,Storage_size,Battery_size
1509,4.2,16775,Qualcomm Snapdragon 680 Processor,11249,2023-06-17,MOTOROLA,4.0,64,5000
1510,4.2,39803,Qualcomm Snapdragon 680 Processor,13999,2023-06-17,MOTOROLA,6.0,128,5000
1511,4.2,8683,Qualcomm Snapdragon 695 5G Processor,19999,2023-06-17,MOTOROLA,6.0,128,5000
1512,4.2,82711,UNISOC T700 Processor,8999,2023-06-17,MOTOROLA,4.0,64,5000
1514,4.1,17931,Qualcomm Snapdragon 480 Pro Processor,14999,2023-06-17,MOTOROLA,4.0,64,5000
1517,4.0,20231,MediaTek Dimensity 800U Processor,18999,2023-06-17,MOTOROLA,6.0,128,5000
1518,4.2,23711,Qualcomm Snapdragon 695 Processor,16999,2023-06-17,MOTOROLA,6.0,128,5000
1519,4.2,365783,Mediatek MTK6737 Quad Core 1.3Ghz Processor,6999,2023-06-17,MOTOROLA,2.0,16,4000
1520,4.1,10429,MediaTek Helio G25 Processor,6999,2023-06-17,MOTOROLA,2.0,32,5000
1521,4.0,4077,Qualcomm Snapdragon 870 5G (SM8250-AC) Processor,29999,2023-06-17,MOTOROLA,8.0,128,4500
1522,4.1,12081,MediaTek Dimensity 800U Processor,20999,2023-06-17,MOTOROLA,8.0,128,5000
1523,4.2,33301,Qualcomm Snapdragon 732G Processor,10999,2023-06-17,MOTOROLA,4.0,64,6000
1524,4.2,8683,Qualcomm Snapdragon 695 5G Processor,19999,2023-06-17,MOTOROLA,6.0,128,5000
1525,4.1,12081,MediaTek Dimensity 800U Processor,20999,2023-06-17,MOTOROLA,8.0,128,5000
1526,4.0,20231,MediaTek Dimensity 800U Processor,18999,2023-06-17,MOTOROLA,6.0,128,5000
1527,4.1,79189,MediaTek Helio P22 Processor,7499,2023-06-17,MOTOROLA,4.0,64,3000
1528,4.2,14883,Qualcomm Snapdragon 750G Processor,24999,2023-06-17,MOTOROLA,6.0,128,5000
1529,4.2,136250,Qualcomm Snapdragon 732G Processor,14999,2023-06-17,MOTOROLA,6.0,128,6000
1530,4.2,61705,Snapdragon 460 Processor,9999,2023-06-17,MOTOROLA,4.0,64,6000
1531,4.2,61705,Snapdragon 460 Processor,9999,2023-06-17,MOTOROLA,4.0,64,6000
1532,3.9,1603,Mediatek Helio G37 Processor,9999,2023-06-17,MOTOROLA,4.0,64,5000
1533,4.2,16775,Qualcomm Snapdragon 680 Processor,11249,2023-06-17,MOTOROLA,4.0,64,5000
1534,4.4,69086,12 Months,18388,2023-06-17,OnePlus,6.0,128,5000
1535,4.4,69086,12 months,18999,2023-06-17,OnePlus,6.0,128,5000
1536,4.3,8782,12 Month,28160,2023-06-17,OnePlus,8.0,128,4500
1537,4.3,8782,12 Month,27924,2023-06-17,OnePlus,8.0,128,4500
1538,4.6,2193,Domestic warranty of 12 months on phone & 6 months on accessries,44989,2023-06-17,OnePlus,16.0,256,5000
1539,4.5,2797,Domestic warranty of 12 months on phone & 6 months on accessories,39950,2023-06-17,OnePlus,8.0,128,5000
1540,4.3,8782,12 Month,27990,2023-06-17,OnePlus,8.0,128,4500
1541,4.3,8782,12 Month,28385,2023-06-17,OnePlus,8.0,128,4500
1542,4.3,1688,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,31149,2023-06-17,OnePlus,8.0,128,5000
1543,4.3,1688,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,31112,2023-06-17,OnePlus,8.0,128,5000
1544,4.6,2193,Domestic warranty of 12 months on phone & 6 months on accessories,44889,2023-06-17,OnePlus,16.0,256,5000
1545,4.3,1688,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,31220,2023-06-17,OnePlus,8.0,128,5000
1546,4.5,2797,Domestic warranty of 12 months on phone & 6 months on accessories,39934,2023-06-17,OnePlus,8.0,128,5000
1547,4.2,139,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,37990,2023-06-17,OnePlus,12.0,256,5000
1548,0.0,0,Qualcomm® Snapdragon™ 765G Processor,26990,2023-06-17,OnePlus,12.0,256,4115
1549,0.0,0,Qualcomm® Snapdragon™ 765G Processor,26990,2023-06-17,OnePlus,12.0,256,4115
1550,0.0,0,Qualcomm® Snapdragon™ 765G Processor,24990,2023-06-17,OnePlus,8.0,128,4115
1551,0.0,0,Qualcomm® Snapdragon™ 765G Processor,24990,2023-06-17,OnePlus,8.0,128,4115
1552,0.0,0,Qualcomm® Snapdragon™ 765G Processor,22990,2023-06-17,OnePlus,6.0,64,4115
1553,4.5,460,domestic warranty of 12 months on phone & 6 months on accessories,61999,2023-06-17,OnePlus,16.0,256,5000
1554,4.4,183,domestic warranty of 12 months on phone & 6 months on accessories,55899,2023-06-17,OnePlus,8.0,128,5000
1555,4.5,460,domestic warranty of 12 months on phone & 6 months on accessories,61999,2023-06-17,OnePlus,16.0,256,5000
1556,4.4,183,domestic warranty of 12 months on phone & 6 months on accessories,56999,2023-06-17,OnePlus,8.0,128,5000
1557,4.2,1538,12 months,37500,2023-06-17,OnePlus,12.0,256,5000
1558,4.2,1538,12 months,37500,2023-06-17,OnePlus,12.0,256,5000
1559,4.3,1688,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,31270,2023-06-17,OnePlus,8.0,128,5000
1561,4.5,125,1 year Brand Warranty,22990,2023-06-17,OnePlus,8.0,128,3800
1562,4.5,24,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,20990,2023-06-17,OnePlus,6.0,128,3700
1563,4.2,1538,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,36999,2023-06-17,OnePlus,12.0,256,4500
1564,4.3,2260,12 months,31999,2023-06-17,OnePlus,8.0,128,5000
1565,3.9,227,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,49999,2023-06-17,OnePlus,12.0,256,4500
1566,4.5,246,Qualcomm Snapdragon 865 Processor,49999,2023-06-17,OnePlus,12.0,256,4300
1567,4.5,442,Qualcomm Snapdragon 865 Processor,34990,2023-06-17,OnePlus,8.0,128,4300
1568,3.4,23,Qualcomm Snapdragon 865 Processor,29990,2023-06-17,OnePlus,6.0,128,4300
1569,4.5,246,Qualcomm Snapdragon 865 Processor,49999,2023-06-17,OnePlus,12.0,256,4300
1570,4.5,442,Qualcomm Snapdragon 865 Processor,34990,2023-06-17,OnePlus,8.0,128,4300
1571,0.0,0,Domestic Warranty of 12 Months on Phone & 6 Months on Accessories,44999,2023-06-17,OnePlus,16.0,256,5000
1572,4.2,133,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,48990,2023-06-17,OnePlus,12.0,256,4800
1573,4.3,223,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,45990,2023-06-17,OnePlus,8.0,128,4800
1574,4.2,1538,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,36990,2023-06-17,OnePlus,12.0,256,5000
1576,4.3,230,12 months,36490,2023-06-17,OnePlus,12.0,256,4500
1577,4.3,230,1 year Warranty,33997,2023-06-17,OnePlus,12.0,256,4500
1578,4.5,305,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,30990,2023-06-17,OnePlus,6.0,128,4000
1579,4.5,2797,Domestic warranty of 12 months on phone & 6 months on accessories,39989,2023-06-17,OnePlus,8.0,128,5000
1580,4.3,524,12 months,42999,2023-06-17,OnePlus,8.0,128,4500
1581,3.9,369,12 months,35890,2023-06-17,OnePlus,8.0,128,4500
1582,3.9,369,12 months,35890,2023-06-17,OnePlus,8.0,128,4500
1583,3.9,186,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,58990,2023-06-17,OnePlus,12.0,256,5000
1584,4.0,286,12 months,39999,2023-06-17,OnePlus,12.0,256,4500
1585,4.2,276,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,51990,2023-06-17,OnePlus,8.0,128,5000
1586,4.2,234,1 Year,28990,2023-06-17,OnePlus,12.0,256,4500
1587,4.2,5,1 Year Warranty,22990,2023-06-17,OnePlus,6.0,128,4500
1588,4.4,145,12 months,32990,2023-06-17,OnePlus,8.0,128,4500
1589,4.2,1538,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,38999,2023-06-17,OnePlus,12.0,256,5000
1590,3.3,26,12 months,34990,2023-06-17,OnePlus,12.0,256,4500
1591,3.9,227,1 Year,56500,2023-06-17,OnePlus,12.0,256,4500
1592,4.3,8782,12 Month,28179,2023-06-17,OnePlus,8.0,128,4500
1593,3.3,26,1 Yera,34990,2023-06-17,OnePlus,12.0,256,4500
1594,4.4,145,12 months,32990,2023-06-17,OnePlus,8.0,128,4500
1595,4.2,276,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,49999,2023-06-17,OnePlus,8.0,128,5000
1597,4.5,2797,Domestic warranty of 12 months on phone & 6 months on accessories,39970,2023-06-17,OnePlus,8.0,128,5000
1598,4.3,5819,12 months,21949,2023-06-17,OnePlus,8.0,128,5000
1599,0.0,0,Qualcomm® Snapdragon™ 765G Processor,23999,2023-06-17,OnePlus,6.0,64,4115
1600,4.3,2421,12 months Warranty,29198,2023-06-17,OnePlus,12.0,256,4500
1601,4.3,2421,12 months Warranty,29198,2023-06-17,OnePlus,12.0,256,4500
1602,4.3,5819,12 months,21999,2023-06-17,OnePlus,8.0,128,5000
1603,4.2,234,1 year,26999,2023-06-17,OnePlus,12.0,256,4500
1604,4.2,234,Qualcomm Snapdragon Octa Core 750G 5G Processor Processor,26999,2023-06-17,OnePlus,12.0,256,4500
1605,3.5,65,1 year,23999,2023-06-17,OnePlus,8.0,128,4500
1606,4.4,596,Domestic Warranty of 12 months on phone & 6 months on accessories,21499,2023-06-17,OnePlus,8.0,256,5000
1607,4.6,103,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,50330,2023-06-17,OnePlus,12.0,256,4000
1608,4.2,234,1 Year Warranty,26999,2023-06-17,OnePlus,12.0,128,4500
1609,4.5,125,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,31998,2023-06-17,OnePlus,8.0,128,3700
1610,0.0,0,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,29999,2023-06-17,OnePlus,8.0,128,4500
1611,4.4,1937,1 year Warranty,29999,2023-06-17,OnePlus,8.0,128,4500
1612,4.4,596,Domestic Warranty of 12 months on phone & 6 months on accessories,18999,2023-06-17,OnePlus,8.0,128,5000
1613,4.4,596,Domestic Warranty of 12 months on phone & 6 months on accessories,19999,2023-06-17,OnePlus,8.0,128,5000
1614,4.5,1364,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,44744,2023-06-17,OnePlus,8.0,256,4000
1615,4.5,460,1 Year Warranty For Phone and 6 Months Warranty for in-box Accessories,64999,2023-06-17,OnePlus,16.0,256,5000
1616,4.6,9598,Qualcomm® Snapdragon™ 855 Plus Processor,38500,2023-06-17,OnePlus,8.0,256,3800
1617,4.6,9598,Qualcomm® Snapdragon™ 855 Plus Processor,35999,2023-06-17,OnePlus,8.0,256,3800
1618,4.6,9598,Qualcomm® Snapdragon™ 855 Plus Processor,32999,2023-06-17,OnePlus,8.0,128,3800
1619,3.9,186,12 months,71000,2023-06-17,OnePlus,12.0,256,5000
1620,4.0,286,1 Year,41490,2023-06-17,OnePlus,12.0,256,4500
1621,4.0,286,12 months,39680,2023-06-17,OnePlus,12.0,256,4500
1622,3.9,369,12 months,36790,2023-06-17,OnePlus,8.0,128,4500
1623,3.9,369,12 months,35333,2023-06-17,OnePlus,8.0,128,4500
1624,4.5,1364,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,32990,2023-06-17,OnePlus,8.0,256,4000
1625,4.5,1364,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,31990,2023-06-17,OnePlus,8.0,256,4000
1626,4.2,234,Qualcomm Snapdragon Octa Core 750G 5G Processor Processor,30999,2023-06-17,OnePlus,12.0,256,4500
1627,4.2,5,1 Year Warranty,27899,2023-06-17,OnePlus,6.0,128,4500
1628,4.2,5,1 Year,24999,2023-06-17,OnePlus,6.0,128,4500
1629,3.5,65,12 months,23999,2023-06-17,OnePlus,8.0,128,4500
1630,4.3,230,12 months,36399,2023-06-17,OnePlus,12.0,256,4500
1631,4.3,230,1 year Warranty,33997,2023-06-17,OnePlus,12.0,256,4500
1632,4.3,230,1 year Warranty,33998,2023-06-17,OnePlus,12.0,256,4500
1633,3.9,74,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,49999,2023-06-17,OnePlus,8.0,128,4500
1634,4.0,286,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,40999,2023-06-17,OnePlus,12.0,256,4500
1635,4.3,5819,12 months,21990,2023-06-17,OnePlus,8.0,128,5000
1636,4.3,230,12 Months,33999,2023-06-17,OnePlus,12.0,256,4500
1637,4.4,1937,1 year Warranty,19700,2023-06-17,OnePlus,8.0,128,4500
1638,4.4,596,"1 Year for  handset ,6 months fro accessories",21999,2023-06-17,OnePlus,8.0,256,5000
1639,4.2,426,1 Year Warranty,23900,2023-06-17,OnePlus,6.0,128,4500
1640,4.3,2795,12 Month,24797,2023-06-17,OnePlus,8.0,128,4500
1641,4.4,596,Domestic Warranty of 12 months on phone & 6 months on accessories,24990,2023-06-17,OnePlus,8.0,256,5000
1642,4.2,426,1 Year Warranty,23999,2023-06-17,OnePlus,6.0,128,4500
1643,4.1,40,12 months,38999,2023-06-17,OnePlus,12.0,256,4500
1644,4.5,818,"Qualcomm® Snapdragon™ 855 Plus (Octa-core, 7nm, up to 2.96 GHz) , with Qualcomm AI Engine Processor",34999,2023-06-17,OnePlus,8.0,256,4085
1645,4.2,1538,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,42999,2023-06-17,OnePlus,12.0,256,4500
1646,4.3,230,12 Months,29992,2023-06-17,OnePlus,12.0,256,4500
1647,3.9,186,12 months,70999,2023-06-17,OnePlus,12.0,256,5000
1648,3.9,369,1 Year,37190,2023-06-17,OnePlus,8.0,128,4500
1649,3.9,227,1 Year,49999,2023-06-17,OnePlus,12.0,256,4500
1650,4.2,426,12 month,23990,2023-06-17,OnePlus,6.0,128,4500
1651,4.2,426,12 Month,23989,2023-06-17,OnePlus,6.0,128,4500
1652,4.2,1538,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,42999,2023-06-17,OnePlus,12.0,256,5000
1653,4.4,8,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,50900,2023-06-17,OnePlus,12.0,256,4085
1654,4.3,1127,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,19990,2023-06-17,Huawei,4.0,128,4000
1655,4.5,829,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,39999,2023-06-17,Huawei,3.0,32,3000
1656,4.5,829,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Octa Core 2.5GHz Processor,39999,2023-06-17,Huawei,3.0,32,3000
1657,2.6,5,MediaTek MT6572 Processor,9990,2023-06-17,Huawei,512.0,4,2100
1658,4.6,11,Kirin 710 Processor,25990,2023-06-17,Huawei,6.0,128,3340
1659,4.3,1205,Qualcomm Snapdragon 810 v2.1 64-bit Processor,42998,2023-06-17,Nexus,3.0,64,3450
1660,4.4,257,MT6589 Processor,16500,2023-06-17,Huawei,2.0,8,2150
1661,3.9,24,1 Year for Mobile & 6 Months for Accessories,25999,2023-06-17,Huawei,2.0,8,3000
1662,4.5,4082,Qualcomm Snapdragon 810 v2.1 64-bit Processor,42999,2023-06-17,Nexus,3.0,64,3450
1663,4.5,4082,Qualcomm Snapdragon 810 v2.1 64-bit Processor,39999,2023-06-17,Nexus,3.0,32,3450
1664,4.2,18,Cortex-A7 Processor,14990,2023-06-17,Huawei,1.0,4,2300
1665,4.2,40,Qualcomm Scorpion Processor,12999,2023-06-17,Huawei,512.0,4,1500
1666,4.3,1127,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,19990,2023-06-17,Huawei,4.0,128,4000
1667,4.5,829,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,39999,2023-06-17,Huawei,3.0,32,3000
1668,3.6,1184,MTK6737 Processor,6499,2023-06-17,Alcatel,2.0,16,2200
1669,3.7,244,MSM8952 Processor,16999,2023-06-17,Alcatel,3.0,16,2610
1670,3.6,1184,MTK6737 Processor,6499,2023-06-17,Alcatel,2.0,16,2200
1671,3.7,83,18 Months,9999,2023-06-17,Alcatel,3.0,32,3000
1672,4.4,9,MSM8909 Processor,9499,2023-06-17,Alcatel,1.5,16,2580
1673,3.4,118,18 Months,4999,2023-06-17,Alcatel,1.0,8,2000
1676,3.2,6,1 Year for Mobile & 6 Months for Accessories,4600,2023-06-17,Alcatel,256.0,100,1400
1677,4.0,2,1 Year for Mobile & 6 Months for Accessories,7699,2023-06-17,Alcatel,512.0,4,1500
1678,1.0,1,1 Year for Mobile & 6 Months for Accessories,6300,2023-06-17,Alcatel,60.0,Expandable,850
1680,4.1,297,18 MONTHS,12999,2023-06-17,Alcatel,3.0,32,4000
1681,3.0,5,1 Year for Mobile & 6 Months for Accessories,2490,2023-06-17,Alcatel,2.0,,650
1682,4.1,297,Brand Warranty of 18 Months Available for Mobile,3799,2023-06-17,Alcatel,3.0,32,4000
1683,4.1,21,1 Year for Mobile & 6 Months for Accessories,4350,2023-06-17,Alcatel,256.0,100,1400
1684,4.0,22,1 Year for Mobile & 6 Months for Accessories,6450,2023-06-17,Alcatel,80.0,Expandable,850
1685,4.5,22,1 Year for Mobile & 6 Months for Accessories,4990,2023-06-17,Alcatel,50.0,Expandable,1000
1686,4.5,22,1 Year for Mobile & 6 Months for Accessories,4990,2023-06-17,Alcatel,50.0,Expandable,1000
1687,3.9,568,MT6753 Processor,9999,2023-06-17,Alcatel,2.0,16,3000
1688,3.9,76,1 Year for Mobile & 6 Months for Accessories,13999,2023-06-17,Alcatel,512.0,4,1800
1689,3.7,2929,MTK 6592M Processor,9999,2023-06-17,Alcatel,1.0,8,3200
1690,3.7,2929,MTK 6592M Processor,9999,2023-06-17,Alcatel,1.0,8,3200
1691,0.0,0,Qualcomm Scorpion Processor,12900,2023-06-17,Alcatel,512.0,4,2500
1692,4.1,9952,MediaTek MT6739 Processor,7999,2023-06-17,Lenovo,3.0,32,4000
1693,4.2,307615,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,10999,2023-06-17,Lenovo,3.0,32,4000
1694,4.0,42171,MTK8735 Processor,10310,2023-06-17,Lenovo,3.0,32,4050
1695,4.0,42171,MTK8735 Processor,10090,2023-06-17,Lenovo,3.0,32,4050
1696,4.1,11468,Qualcomm SDM710 Processor,16999,2023-06-17,Lenovo,4.0,64,4050
1697,4.0,153294,MediaTek MT6735P 64-bit Processor,6999,2023-06-17,Lenovo,2.0,16,3900
1698,4.0,153294,MediaTek MT6735P 64-bit Processor,6999,2023-06-17,Lenovo,2.0,16,3900
1699,4.1,22593,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,11999,2023-06-17,Lenovo,4.0,32,4000
1700,4.3,104,MediaTek 6582 Processor,13604,2023-06-17,Lenovo,1.0,8,3000
1701,4.1,22593,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,11999,2023-06-17,Lenovo,4.0,32,4000
1702,4.1,2005,Qualcomm Snapdragon SDM450 Processor,11999,2023-06-17,Lenovo,4.0,64,3760
1703,4.1,129407,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,10999,2023-06-17,Lenovo,3.0,32,3500
1704,3.9,4289,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,15499,2023-06-17,Lenovo,3.0,32,3500
1705,4.1,2005,Qualcomm Snapdragon SDM450 Processor,11999,2023-06-17,Lenovo,4.0,64,3760
1706,3.8,201,Qualcomm SDM855 Processor,39999,2023-06-17,Lenovo,8.0,128,4000
1707,4.2,17887,MediaTek P22 Processor,9999,2023-06-17,Lenovo,3.0,32,3000
1708,4.1,273256,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,12499,2023-06-17,Lenovo,4.0,32,3500
1709,4.2,19291,MediaTek P22 Octa Core Processor,9999,2023-06-17,Lenovo,3.0,32,4000
1710,4.0,83006,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,10999,2023-06-17,Lenovo,4.0,32,4000
1711,4.2,307615,MediaTek MTK Helio P25 Octa Core 2.5 GHz Processor,10999,2023-06-17,Lenovo,3.0,32,4000
1712,4.1,241475,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,9999,2023-06-17,Lenovo,3.0,32,4000
1713,4.1,241475,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,9999,2023-06-17,Lenovo,3.0,32,4000
1714,4.1,241475,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,9999,2023-06-17,Lenovo,3.0,32,4000
1715,4.1,15949,MediaTek MT6739 Processor,6999,2023-06-17,Lenovo,2.0,16,4000
1716,4.3,33752,Unisoc Spreadtrum SC9863A1 Processor,7499,2023-06-17,Infinix,4.0,64,6000
1717,4.3,33752,Unisoc Spreadtrum SC9863A1 Processor,7499,2023-06-17,Infinix,4.0,64,6000
1718,4.3,33752,Unisoc Spreadtrum SC9863A1 Processor,7499,2023-06-17,Infinix,4.0,64,6000
1719,4.3,22569,G37 Processor,9499,2023-06-17,Infinix,8.0,128,5000
1720,4.3,22569,G37 Processor,9499,2023-06-17,Infinix,8.0,128,5000
1721,4.3,5503,G37 Processor,8399,2023-06-17,Infinix,4.0,64,5000
1722,4.3,5503,G37 Processor,8399,2023-06-17,Infinix,4.0,64,5000
1723,4.3,5503,G37 Processor,8399,2023-06-17,Infinix,4.0,64,5000
1724,4.3,22569,G37 Processor,9499,2023-06-17,Infinix,8.0,128,5000
1725,4.3,22569,G37 Processor,9499,2023-06-17,Infinix,8.0,128,5000
1726,4.3,5503,G37 Processor,8399,2023-06-17,Infinix,4.0,64,5000
1727,4.4,6252,"Spreadtrum 
SC9863A1 Processor",6199,2023-06-17,Infinix,2.0,64,5000
1728,4.3,33810,Mediatek Helio A22 Processor,5999,2023-06-17,Infinix,2.0,32,5000
1729,4.3,33810,Mediatek Helio A22 Processor,5999,2023-06-17,Infinix,2.0,32,5000
1730,4.3,33810,Mediatek Helio A22 Processor,5999,2023-06-17,Infinix,2.0,32,5000
1731,4.1,5494,Dimensity 810 Processor,13499,2023-06-17,Infinix,6.0,128,5000
1732,4.2,10930,Dimensity 810 Processor,11499,2023-06-17,Infinix,4.0,64,5000
1733,4.2,10930,Dimensity 810 Processor,11499,2023-06-17,Infinix,4.0,64,5000
1734,4.1,5494,Dimensity 810 Processor,13499,2023-06-17,Infinix,6.0,128,5000
1735,4.1,27133,Mediatek Dimensity 810 5G Processor,17999,2023-06-17,Infinix,8.0,128,5000
1736,4.1,27133,Mediatek Dimensity 810 5G Processor,17999,2023-06-17,Infinix,8.0,128,5000
1737,4.2,10930,Dimensity 810 Processor,11499,2023-06-17,Infinix,4.0,64,5000
1738,4.2,5955,Mediatek Helio G85 Processor,10499,2023-06-17,Infinix,4.0,64,5000
1739,4.2,5955,Mediatek Helio G85 Processor,10499,2023-06-17,Infinix,4.0,64,5000
1740,4.2,5955,Mediatek Helio G85 Processor,10499,2023-06-17,Infinix,4.0,64,5000
1741,4.1,5494,Dimensity 810 Processor,13499,2023-06-17,Infinix,6.0,128,5000
1742,4.4,6252,"Spreadtrum 
SC9863A1 Processor",6199,2023-06-17,Infinix,2.0,64,5000
1743,4.4,6252,"Spreadtrum 
SC9863A1 Processor",6199,2023-06-17,Infinix,2.0,64,5000
1744,4.4,6252,Spreadtrum SC9863A1 Processor,6199,2023-06-17,Infinix,2.0,64,5000
1745,4.4,25096,MediaTek G37 Processor,8499,2023-06-17,Infinix,4.0,64,6000
1746,4.4,25096,MediaTek G37 Processor,8499,2023-06-17,Infinix,4.0,64,6000
1747,4.4,25096,MediaTek G37 Processor,8499,2023-06-17,Infinix,4.0,64,6000
1748,4.4,25096,MediaTek G37 Processor,8499,2023-06-17,Infinix,4.0,64,6000
1749,4.1,3299,Mediatek Dimensity 920 Processor,16599,2023-06-17,Infinix,8.0,128,5000
1750,4.2,27533,Meditek Helio G37 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1751,4.2,27533,Meditek Helio G37 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1752,4.2,27533,Meditek Helio G37 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1753,4.2,27533,Meditek Helio G37 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1754,4.1,3299,Mediatek Dimensity 920 Processor,16599,2023-06-17,Infinix,8.0,128,5000
1755,4.1,3299,Mediatek Dimensity 920 Processor,16599,2023-06-17,Infinix,8.0,128,5000
1756,4.2,13349,MediaTek Helio G88 Processor,12999,2023-06-17,Infinix,6.0,128,5000
1757,4.2,27194,MediaTek Helio G88 Processor,10999,2023-06-17,Infinix,4.0,64,5000
1758,4.2,3729,Mediatek G99 Processor,16999,2023-06-17,Infinix,8.0,128,4500
1759,4.2,3729,Mediatek G99 Processor,16999,2023-06-17,Infinix,8.0,128,4500
1760,4.2,3729,Mediatek G99 Processor,16999,2023-06-17,Infinix,8.0,128,4500
1761,4.3,32464,Mediatek Helio A22 Processor,6999,2023-06-17,Infinix,2.0,64,5000
1762,4.3,32464,Mediatek Helio A22 Processor,6999,2023-06-17,Infinix,2.0,64,5000
1763,4.3,32464,Mediatek Helio A22 Processor,6999,2023-06-17,Infinix,2.0,64,5000
1764,4.3,32464,Mediatek Helio A22 Processor,6999,2023-06-17,Infinix,2.0,64,5000
1765,4.2,13349,MediaTek Helio G88 Processor,12999,2023-06-17,Infinix,6.0,128,5000
1766,4.0,2084,Mediatek Dimensity 1080 Processor,18599,2023-06-17,Infinix,8.0,256,5000
1767,4.3,117061,Unisoc T610 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1768,4.0,2084,Mediatek Dimensity 1080 Processor,18599,2023-06-17,Infinix,8.0,256,5000
1769,4.0,2084,Mediatek Dimensity 1080 Processor,18599,2023-06-17,Infinix,8.0,256,5000
1770,4.2,19564,Mediatek Dimensity 810 5G Processor,14999,2023-06-17,Infinix,6.0,64,5000
1771,4.2,5685,Mediatek Helio G99 Processor,16999,2023-06-17,Infinix,8.0,256,5000
1772,4.2,11007,Unisoc T616 Processor,9999,2023-06-17,Infinix,6.0,64,5000
1773,4.3,117061,Unisoc T610 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1774,4.0,5240,Unisoc T616 Processor,12999,2023-06-17,Infinix,8.0,128,5000
1775,4.2,11007,Unisoc T616 Processor,9999,2023-06-17,Infinix,6.0,64,5000
1776,4.2,11007,Unisoc T616 Processor,9999,2023-06-17,Infinix,6.0,64,5000
1777,4.2,11007,Unisoc T616 Processor,9999,2023-06-17,Infinix,6.0,64,5000
1778,4.2,19564,Mediatek Dimensity 810 5G Processor,14999,2023-06-17,Infinix,6.0,64,5000
1779,4.2,5685,Mediatek Helio G99 Processor,16999,2023-06-17,Infinix,8.0,256,5000
1780,4.0,5240,Unisoc T616 Processor,12999,2023-06-17,Infinix,8.0,128,5000
